198	3325298	22311
199	3347609	14543
200	3362152	34087
201	3396239	12318
202	3408557	43547
203	3452104	18588
204	3470692	1867
205	3472559	22646
206	3495205	30134
207	3525339	17378
208	3542717	1973
209	3544690	16270
210	3560960	18249
211	3579209	6596
212	3585805	7461
213	3593266	26307
214	3619573	37701
215	3657274	22957
216	3680231	16868
217	3697099	3294
218	3700393	26646
219	3727039	7872
220	3734911	17188
221	3752099	21189
222	3773288	31994
223	3805282	2066
224	3807348	14967
225	3822315	13493
226	3835808	6195
227	3842003	7430
228	3849433	21178
229	3870611	1912
230	3872523	36670
231	3909193	2405
232	3911598	28071
233	3939669	30988
234	3970657	24876
235	3995533	16517
236	4012050	33719
237	4045769	20628
238	4066397	1950
239	4068347	25041
240	4093388	34519
241	4127907	30791
242	4158698	23108
243	4181806	10985
244	4192791	18496
245	4211287	30381
246	4241668	16833
247	4258501	5168
248	4263669	25980
249	4289649	14059
250	4303708	6123
251	4309831	5556
252	4315387	8882
253	4324269	13467
254	4337736	9364
255	4347100	15200
256	4362300	23694
257	4385994	18020
258	4404014	12303
259	4416317	36271
260	4452588	2641
261	4455229	15618
262	4470847	14494
263	4485341	24525
264	4509866	22430
265	4532296	21322
266	4553618	13649
267	4567267	8597
268	4575864	38142
269	4614006	30689
270	4644695	10931
271	4655626	31559
272	4687185	1100
273	4688285	21876
274	4710161	16014
275	4726175	19034
276	4745209	19820
277	4765029	22298
278	4787327	19320
279	4806647	19510
280	4826157	62921
281	4889078	17407
282	4906485	27328
283	4933813	20766
284	4954579	6854
285	4961433	16733
286	4978166	17389
287	4995555	1326
288	4996881	41116
289	5037997	18332
290	5056329	28440
291	5084769	15319
292	5100088	22147
293	5122235	5950
294	5128185	14718
295	5142903	47318
296	5190221	23541
297	5213762	28071
298	5241833	3798
299	5245631	14625
300	5260256	7775
301	5268031	4171
302	5272202	11678
303	5283880	3054
304	5286934	25513
305	5312447	35286
306	5347733	41663
307	5389396	13194
308	5402590	11836
309	5414426	790
310	5415216	10287
311	5425503	17430
312	5442933	25225
313	5468158	19477
314	5487635	2336
315	5489971	48479
316	5538450	34104
317	5572554	2606
318	5575160	15336
319	5590496	28623
320	5619119	32593
321	5651712	8824
322	5660536	31537
323	5692073	12263
324	5704336	16904
325	5721240	43739
326	5764979	13471
327	5778450	16431
328	5794881	20176
329	5815057	31701
330	5846758	1994
331	5848752	37144
332	5885896	1324
333	5887220	21758
334	5908978	15987
335	5924965	14721
336	5939686	12931
337	5952617	33710
338	5986327	28050
339	6014377	16901
340	6031278	40293
341	6071571	1131
342	6072702	14496
343	6087198	26063
344	6113261	27362
345	6140623	23208
346	6163831	18478
347	6182309	29463
348	6211772	14937
349	6226709	31215
350	6257924	11893
351	6269817	2266
352	6272083	8473
353	6280556	28409
354	6308965	3427
355	6312392	21064
356	6333456	21858
357	6355314	26258
358	6381572	42077
359	6423649	19767
360	6443416	7622
361	6451038	22964
362	6474002	32696
363	6506698	33175
364	6539873	29357
365	6569230	20457
366	6589687	30217
367	6619904	17308
368	6637212	24013
369	6661225	35702
370	6696927	30004
371	6726931	14948
372	6741879	41523
373	6783402	45614
374	6829016	31301
375	6860317	3207
376	6863524	15865
377	6879389	20232
378	6899621	14673
379	6914294	8411
380	6922705	27921
381	6950626	21036
382	6971662	21717
383	6993379	19703
384	7013082	12671
385	7025753	17661
386	7043414	27664
387	7071078	14759
388	7085837	14971
389	7100808	20348
390	7121156	13063
391	7134219	1876
392	7136095	23024
393	7159119	17150
394	7176269	21429
395	7197698	25580
396	7223278	14190
397	7237468	35467
398	7272935	13573
399	7286508	2029
400	7288537	1128
401	7289665	6259
402	7295924	8229
403	7304153	33583
404	7337736	11166
405	7348902	26334
406	7375236	27622
407	7402858	23406
408	7426264	9113
409	7435377	30681
410	7466058	27557
411	7493615	5622
412	7499237	18323
413	7517560	2442
414	7520002	63761
415	7583763	19016
416	7602779	18686
417	7621465	31712
418	7653177	16125
419	7669302	6493
420	7675795	23798
421	7699593	18482
422	7718075	35794
423	7753869	16100
424	7769969	18570
425	7788539	54202
426	7842741	1528
427	7844269	3624
428	7847893	32681
429	7880574	32612
430	7913186	22930
431	7936116	10033
432	7946149	24199
433	7970348	29684
434	8000032	15476
435	8015508	41196
436	8056704	17901
437	8074605	1003
438	8075608	24840
439	8100448	34849
440	8135297	10336
441	8145633	9473
442	8155106	3910
443	8159016	9568
444	8168584	1337
445	8169921	26734
446	8196655	15548
447	8212203	40899
448	8253102	47230
449	8300332	26988
450	8327320	23800
451	8351120	26852
452	8377972	25060
453	8403032	29335
454	8432367	19304
455	8451671	12624
456	8464295	1496
457	8465791	14117
458	8479908	16472
459	8496380	25669
460	8522049	48308
461	8570357	12317
462	8582674	20589
463	8603263	13092
464	8616355	25546
465	8641901	30265
466	8672166	28806
467	8700972	11469
468	8712441	5249
469	8717690	21315
470	8739005	14824
471	8753829	22137
472	8775966	16232
473	8792198	15998
474	8808196	28948
475	8837144	43304
476	8880448	12577
477	8893025	33355
478	8926380	17830
479	8944210	35618
480	8979828	15106
481	8994934	31615
482	9026549	16494
483	9043043	27681
484	9070724	15395
485	9086119	21524
486	9107643	23988
487	9131631	25617
488	9157248	7252
489	9164500	21327
490	9185827	11501
491	9197328	14528
492	9211856	30063
493	9241919	31413
494	9273332	21143
495	9294475	863
496	9295338	15905
497	9311243	10052
498	9321295	36559
499	9357854	18793
500	9376647	41463
501	9418110	20293
502	9438403	17359
503	9455762	27356
504	9483118	31193
505	9514311	10125
506	9524436	41256
507	9565692	2969
508	9568661	2597
509	9571258	1479
510	9572737	961
511	9573698	10631
512	9584329	11162
513	9595491	9669
514	9605160	13265
515	9618425	7075
516	9625500	10608
517	9636108	16511
518	9652619	16308
519	9668927	24519
520	9693446	11835
521	9705281	10255
522	9715536	11677
523	9727213	25140
524	9752353	16690
525	9769043	18575
526	9787618	13832
527	9801450	38983
528	9840433	11657
529	9852090	30150
530	9882240	10552
531	9892792	44591
532	9937383	12597
533	9949980	15535
534	9965515	18495
535	9984010	29024
536	10013034	18729
537	10031763	30189
538	10061952	2553
539	10064505	10925
540	10075430	2520
541	10077950	9867
542	10087817	6444
543	10094261	29424
544	10123685	41085
545	10164770	1454
546	10166224	12753
547	10178977	19148
548	10198125	18103
549	10216228	13095
550	10229323	16258
551	10245581	16024
552	10261605	35680
553	10297285	15990
554	10313275	24946
555	10338221	24192
556	10362413	15235
557	10377648	9975
558	10387623	27286
559	10414909	26125
560	10441034	16314
561	10457348	10787
562	10468135	6904
563	10475039	39283
564	10514322	20451
565	10534773	22927
566	10557700	27984
567	10585684	22929
568	10608613	9886
569	10618499	36807
570	10655306	20775
571	10676081	16625
572	10692706	16919
573	10709625	15611
574	10725236	2932
575	10728168	18834
576	10747002	9278
577	10756280	30828
578	10787108	39914
579	10827022	13245
580	10840267	22654
581	10862921	19970
582	10882891	29030
583	10911921	1531
584	10913452	26205
585	10939657	19102
586	10958759	33175
587	10991934	11056
588	11002990	23407
589	11026397	11347
590	11037744	14506
591	11052250	24807
592	11077057	23189
593	11100246	1241
594	11101487	47897
595	11149384	19157
596	11168541	49135
597	11217676	26649
598	11244325	19194
599	11263519	29736
600	11293255	9489
601	11302744	28149
602	11330893	9238
603	11340131	17680
604	11357811	21994
605	11379805	25976
606	11405781	7231
607	11413012	16576
608	11429588	33923
609	11463511	1547
610	11465058	12977
611	11478035	10646
612	11488681	23254
613	11511935	6935
614	11518870	17250
615	11536120	9439
616	11545559	959
617	11546518	13465
618	11559983	21916
619	11581899	23245
620	11605144	10354
621	11615498	6822
622	11622320	21330
623	11643650	20318
624	11663968	21853
625	11685821	16031
626	11701852	39516
627	11741368	30792
628	11772160	13492
629	11785652	22073
630	11807725	15005
631	11822730	29402
632	11852132	34033
633	11886165	3817
634	11889982	18443
635	11908425	20354
636	11928779	20088
637	11948867	16438
638	11965305	22277
639	11987582	13348
640	12000930	25709
641	12026639	14570
642	12041209	18504
643	12059713	47884
644	12107597	9218
645	12116815	13851
646	12130666	28857
647	12159523	14000
648	12173523	29234
649	12202757	18980
650	12221737	4086
651	12225823	20224
652	12246047	28301
653	12274348	24912
654	12299260	18929
655	12318189	18958
656	12337147	14535
657	12351682	23348
658	12375030	21143
659	12396173	28510
660	12424683	35042
661	12459725	39537
662	12499262	25930
663	12525192	1641
664	12526833	5219
665	12532052	28314
666	12560366	52508
667	12612874	18849
668	12631723	12053
669	12643776	15845
670	12659621	19660
671	12679281	7641
672	12686922	14942
673	12701864	1443
674	12703307	9118
675	12712425	33221
676	12745646	15266
677	12760912	15470
678	12776382	25513
679	12801895	14867
680	12816762	11210
681	12827972	985
682	12828957	1956
683	12830913	48549
684	12879462	21382
685	12900844	10383
686	12911227	10676
687	12921903	1179
688	12923082	21114
689	12944196	19852
690	12964048	26643
691	12990691	24764
692	13015455	1197
693	13016652	28007
694	13044659	13410
695	13058069	4342
696	13062411	13421
697	13075832	4186
698	13080018	34951
699	13114969	17404
700	13132373	13122
701	13145495	32770
702	13178265	24329
703	13202594	1553
704	13204147	20859
705	13225006	20657
706	13245663	30677
707	13276340	11042
708	13287382	27319
709	13314701	12340
710	13327041	21168
711	13348209	33783
712	13381992	19543
713	13401535	14865
714	13416400	13043
715	13429443	9961
716	13439404	755
717	13440159	1633
718	13441792	25327
719	13467119	8787
720	13475906	11185
721	13487091	41931
722	13529022	23215
723	13552237	14350
724	13566587	4011
725	13570598	15139
726	13585737	31707
727	13617444	51946
728	13669390	8972
729	13678362	10503
730	13688865	28665
731	13717530	11511
732	13729041	9470
733	13738511	25314
734	13763825	945
735	13764770	28118
736	13792888	21686
737	13814574	7255
738	13821829	27569
739	13849398	25393
740	13874791	35110
741	13909901	26709
742	13936610	10838
743	13947448	32404
744	13979852	34968
745	14014820	16051
746	14030871	20773
747	14051644	13723
748	14065367	22054
749	14087421	3838
750	14091259	21678
751	14112937	23410
752	14136347	14321
753	14150668	43594
754	14194262	30647
755	14224909	768
756	14225677	10257
757	14235934	23679
758	14259613	41784
759	14301397	17783
760	14319180	15925
761	14335105	21766
762	14356871	26095
763	14382966	31935
764	14414901	15452
765	14430353	714
766	14431067	37350
767	14468417	19566
768	14487983	1790
769	14489773	69840
770	14559613	15946
771	14575559	23638
772	14599197	37882
773	14637079	11112
774	14648191	4039
775	14652230	16377
776	14668607	22564
777	14691171	19505
778	14710676	12616
779	14723292	36095
780	14759387	28908
781	14788295	21510
782	14809805	10868
783	14820673	1092
784	14821765	17465
785	14839230	28071
786	14867301	23231
787	14890532	18970
788	14909502	20309
789	14929811	14392
790	14944203	29858
791	14974061	28224
792	15002285	43158
793	15045443	19462
794	15064905	36809
795	15101714	12157
796	15113871	5765
797	15119636	8584
798	15128220	22384
799	15150604	16103
800	15166707	19813
801	15186520	21586
802	15208106	16002
803	15224108	23071
804	15247179	21971
805	15269150	28700
806	15297850	970
807	15298820	7644
808	15306464	26017
809	15332481	21621
810	15354102	11094
811	15365196	2046
812	15367242	33713
813	15400955	18778
814	15419733	28024
815	15447757	20442
816	15468199	18207
817	15486406	821
818	15487227	13870
819	15501097	1836
820	15502933	18758
821	15521691	11182
822	15532873	15726
823	15548599	15164
824	15563763	9007
825	15572770	9105
826	15581875	23809
827	15605684	29302
828	15634986	26983
829	15661969	19438
830	15681407	25933
831	15707340	842
832	15708182	1194
833	15709376	10563
834	15719939	16469
835	15736408	28954
836	15765362	52942
837	15818304	13456
838	15831760	33494
839	15865254	15708
840	15880962	15908
841	15896870	32849
842	15929719	20987
843	15950706	8812
844	15959518	16752
845	15976270	29136
846	16005406	15423
847	16020829	14547
848	16035376	11561
849	16046937	18525
850	16065462	17839
851	16083301	3238
852	16086539	15158
853	16101697	11305
854	16113002	970
855	16113972	7833
856	16121805	19934
857	16141739	18749
858	16160488	10498
859	16170986	19835
860	16190821	22793
861	16213614	10238
862	16223852	11617
863	16235469	14086
864	16249555	11092
865	16260647	10109
866	16270756	6572
867	16277328	15186
868	16292514	18455
869	16310969	26240
870	16337209	11174
871	16348383	6603
872	16354986	19971
873	16374957	20462
874	16395419	18466
875	16413885	20844
876	16434729	15657
877	16450386	13987
878	16464373	10333
879	16474706	1142
880	16475848	15314
881	16491162	1811
882	16492973	17235
883	16510208	22598
884	16532806	17002
885	16549808	20270
886	16570078	10940
887	16581018	24243
888	16605261	12418
889	16617679	16442
890	16634121	19659
891	16653780	21448
892	16675228	7280
893	16682508	17593
894	16700101	22842
895	16722943	17698
896	16740641	16002
897	16756643	20117
898	16776760	21205
899	16797965	13079
900	16811044	20342
901	16831386	16242
902	16847628	23719
903	16871347	32926
904	16904273	15215
905	16919488	33244
906	16952732	14570
907	16967302	37019
908	17004321	3996
909	17008317	10812
910	17019129	26205
911	17045334	15031
912	17060365	47679
913	17108044	19355
914	17127399	21616
915	17149015	16897
916	17165912	15920
917	17181832	5465
918	17187297	10051
919	17197348	9719
920	17207067	36843
921	17243910	24343
922	17268253	6101
923	17274354	5623
924	17279977	19030
925	17299007	19737
926	17318744	33327
927	17352071	11748
928	17363819	6812
929	17370631	5635
930	17376266	21063
931	17397329	15280
932	17412609	36149
933	17448758	19065
934	17467823	20912
935	17488735	26032
936	17514767	20962
937	17535729	31529
938	17567258	36566
939	17603824	8545
940	17612369	20360
941	17632729	20100
942	17652829	13183
943	17666012	30886
944	17696898	15717
945	17712615	1839
946	17714454	24874
947	17739328	7938
948	17747266	18924
949	17766190	15483
950	17781673	13072
951	17794745	3846
952	17798591	9236
953	17807827	14985
954	17822812	33251
955	17856063	9906
956	17865969	16066
957	17882035	12850
958	17894885	19610
959	17914495	9368
960	17923863	23828
961	17947691	17903
962	17965594	29861
963	17995455	23839
964	18019294	11757
965	18031051	34072
966	18065123	1894
967	18067017	19591
968	18086608	26152
969	18112760	10962
970	18123722	20910
971	18144632	21330
972	18165962	24876
973	18190838	2371
974	18193209	35055
975	18228264	16758
976	18245022	8849
977	18253871	18100
978	18271971	37888
979	18309859	4459
980	18314318	36310
981	18350628	32717
982	18383345	12117
983	18395462	35733
984	18431195	17839
985	18449034	20737
986	18469771	22317
987	18492088	17243
988	18509331	16161
989	18525492	59706
990	18585198	10093
991	18595291	13990
992	18609281	16166
993	18625447	13625
994	18639072	14880
995	18653952	2026
996	18655978	20544
997	18676522	34521
998	18711043	27256
999	18738299	1994
1000	18740293	2733
1001	18743026	17256
1002	18760282	18961
1003	18779243	12918
1004	18792161	8575
1005	18800736	18387
1006	18819123	52976
1007	18872099	31642
1008	18903741	8155
1009	18911896	21316
1010	18933212	1599
1011	18934811	31688
1012	18966499	22024
1013	18988523	25368
1014	19013891	9596
1015	19023487	10596
1016	19034083	16290
1017	19050373	9954
1018	19060327	12913
1019	19073240	12125
1020	19085365	55422
1021	19140787	17956
1022	19158743	27953
1023	19186696	24246
1024	19210942	24426
1025	19235368	18960
1026	19254328	12209
1027	19266537	22278
1028	19288815	27356
1029	19316171	40438
1030	19356609	27669
1031	19384278	34387
1032	19418665	24331
1033	19442996	11026
1034	19454022	20546
1035	19474568	18314
1036	19492882	16331
1037	19509213	22787
1038	19532000	12686
1039	19544686	19896
1040	19564582	21469
1041	19586051	13172
1042	19599223	1522
1043	19600745	2225
1044	19602970	47116
1045	19650086	19314
1046	19669400	16777
1047	19686177	24963
1048	19711140	73579
1049	19784719	29349
1050	19814068	2495
1051	19816563	18623
1052	19835186	3126
1053	19838312	11724
1054	19850036	24755
1055	19874791	20781
1056	19895572	9380
1057	19904952	23855
1058	19928807	20133
1059	19948940	20219
1060	19969159	2158
1061	19971317	22402
1062	19993719	35012
1063	20028731	21464
1064	20050195	2418
1065	20052613	12021
1066	20064634	39391
1067	20104025	25865
1068	20129890	2293
1069	20132183	28378
1070	20160561	23709
1071	20184270	19125
1072	20203395	11221
1073	20214616	16007
1074	20230623	29214
1075	20259837	28852
1076	20288689	18242
1077	20306931	1390
1078	20308321	9047
1079	20317368	1508
1080	20318876	22850
1081	20341726	26553
1082	20368279	17511
1083	20385790	22399
1084	20408189	25278
1085	20433467	19014
1086	20452481	11248
1087	20463729	19952
1088	20483681	21747
1089	20505428	27168
1090	20532596	26191
1091	20558787	8375
1092	20567162	35670
1093	20602832	14021
1094	20616853	16860
1095	20633713	22332
1096	20656045	3639
1097	20659684	12673
1098	20672357	8602
1099	20680959	17274
1100	20698233	17905
1101	20716138	12782
1102	20728920	10551
1103	20739471	25557
1104	20765028	12098
1105	20777126	30501
1106	20807627	15951
1107	20823578	7665
1108	20831243	26976
1109	20858219	11565
1110	20869784	11592
1111	20881376	19876
1112	20901252	16800
1113	20918052	22769
1114	20940821	26342
1115	20967163	13203
1116	20980366	11917
1117	20992283	944
1118	20993227	19519
1119	21012746	14948
1120	21027694	15819
1121	21043513	5561
1122	21049074	12652
1123	21061726	19941
1124	21081667	18745
1125	21100412	22631
1126	21123043	22387
1127	21145430	3100
1128	21148530	9689
1129	21158219	17401
1130	21175620	1551
1131	21177171	6872
1132	21184043	3863
1133	21187906	15465
1134	21203371	17059
1135	21220430	36313
1136	21256743	31183
1137	21287926	16260
1138	21304186	25000
1139	21329186	20007
1140	21349193	2647
1141	21351840	15598
1142	21367438	21663
1143	21389101	21404
1144	21410505	16290
1145	21426795	21601
1146	21448396	19485
1147	21467881	5966
1148	21473847	20921
1149	21494768	29478
1150	21524246	24103
1151	21548349	9441
1152	21557790	26194
1153	21583984	42993
1154	21626977	14303
1155	21641280	12385
1156	21653665	7601
1157	21661266	16481
1158	21677747	12115
1159	21689862	25405
1160	21715267	17656
1161	21732923	5463
1162	21738386	16518
1163	21754904	27413
1164	21782317	26161
1165	21808478	27259
1166	21835737	14790
1167	21850527	25366
1168	21875893	1873
1169	21877766	14048
1170	21891814	11171
1171	21902985	26174
1172	21929159	15000
1173	21944159	5217
1174	21949376	19877
1175	21969253	45674
1176	22014927	18063
1177	22032990	9139
1178	22042129	9125
1179	22051254	17246
1180	22068500	15468
1181	22083968	2531
1182	22086499	27789
1183	22114288	25428
1184	22139716	1825
1185	22141541	16699
1186	22158240	21934
1187	22180174	17335
1188	22197509	36643
1189	22234152	13801
1190	22247953	13625
1191	22261578	2424
1192	22264002	31127
1193	22295129	18019
1194	22313148	16610
1195	22329758	35150
1196	22364908	19209
1197	22384117	17979
1198	22402096	11841
1199	22413937	16410
1200	22430347	11724
1201	22442071	22218
1202	22464289	19595
1203	22483884	11673
1204	22495557	4405
1205	22499962	30828
1206	22530790	14431
1207	22545221	16585
1208	22561806	37644
1209	22599450	18835
1210	22618285	47110
1211	22665395	12546
1212	22677941	19777
1213	22697718	40742
1214	22738460	18412
1215	22756872	12712
1216	22769584	13547
1217	22783131	15281
1218	22798412	24841
1219	22823253	20031
1220	22843284	32655
1221	22875939	28119
1222	22904058	12785
1223	22916843	11093
1224	22927936	946
1225	22928882	24042
1226	22952924	18358
1227	22971282	28793
1228	23000075	18153
1229	23018228	2227
1230	23020455	41892
1231	23062347	8512
1232	23070859	15564
1233	23086423	817
1234	23087240	2088
1235	23089328	32197
1236	23121525	34367
1237	23155892	6290
1238	23162182	5959
1239	23168141	23690
1240	23191831	683
1241	23192514	30516
1242	23223030	18322
1243	23241352	1585
1244	23242937	21313
1245	23264250	23788
1246	23288038	27546
1247	23315584	25763
1248	23341347	11325
1249	23352672	27191
1250	23379863	15691
1251	23395554	33805
1252	23429359	9980
1253	23439339	18323
1254	23457662	12890
1255	23470552	8196
1256	23478748	44697
1257	23523445	3171
1258	23526616	40582
1259	23567198	15673
1260	23582871	15749
1261	23598620	2157
1262	23600777	32511
1263	23633288	27701
1264	23660989	4743
1265	23665732	24571
1266	23690303	3677
1267	23693980	19415
1268	23713395	8575
1269	23721970	20783
1270	23742753	18421
1271	23761174	8871
1272	23770045	16744
1273	23786789	1437
1274	23788226	4943
1275	23793169	4900
1276	23798069	20555
1277	23818624	29417
1278	23848041	2206
1279	23850247	13898
1280	23864145	23764
1281	23887909	22752
1282	23910661	1270
1283	23911931	16298
1284	23928229	10215
1285	23938444	22950
1286	23961394	60828
1287	24022222	9755
1288	24031977	26017
1289	24057994	1664
1290	24059658	15911
1291	24075569	17676
1292	24093245	13717
1293	24106962	27939
1294	24134901	15367
1295	24150268	28962
1296	24179230	18286
1297	24197516	25674
1298	24223190	6015
1299	24229205	20976
1300	24250181	22568
1301	24272749	7574
1302	24280323	45853
1303	24326176	9425
1304	24335601	43421
1305	24379022	15170
1306	24394192	15714
1307	24409906	16038
1308	24425944	23159
1309	24449103	19327
1310	24468430	21999
1311	24490429	9398
1312	24499827	16546
1313	24516373	820
1314	24517193	17675
1315	24534868	13251
1316	24548119	33990
1317	24582109	10773
1318	24592882	25057
1319	24617939	34899
1320	24652838	23766
1321	24676604	9677
1322	24686281	24406
1323	24710687	25850
1324	24736537	20319
1325	24756856	27632
1326	24784488	31611
1327	24816099	17651
1328	24833750	32352
1329	24866102	21509
1330	24887611	13563
1331	24901174	1911
1332	24903085	28183
1333	24931268	11122
1334	24942390	22122
1335	24964512	18017
1336	24982529	19781
1337	25002310	24962
1338	25027272	1675
1339	25028947	13522
1340	25042469	11771
1341	25054240	15042
1342	25069282	28842
1343	25098124	4667
1344	25102791	4465
1345	25107256	1786
1346	25109042	6174
1347	25115216	19284
1348	25134500	32798
1349	25167298	20472
1350	25187770	31746
1351	25219516	17047
1352	25236563	57920
1353	25294483	23259
1354	25317742	15452
1355	25333194	30197
1356	25363391	21498
1357	25384889	15435
1358	25400324	14828
1359	25415152	46372
1360	25461524	26932
1361	25488456	33741
1362	25522197	16478
1363	25538675	14646
1364	25553321	12015
1365	25565336	11627
1366	25576963	17626
1367	25594589	25925
1368	25620514	29113
1369	25649627	51703
1370	25701330	7406
1371	25708736	26902
1372	25735638	13407
1373	25749045	18528
1374	25767573	13428
1375	25781001	6630
1376	25787631	24163
1377	25811794	43831
1378	25855625	22153
1379	25877778	17394
1380	25895172	12029
1381	25907201	5191
1382	25912392	19168
1383	25931560	28570
1384	25960130	42710
1385	26002840	19203
1386	26022043	30480
1387	26052523	17384
1388	26069907	2036
1389	26071943	18445
1390	26090388	18886
1391	26109274	5284
1392	26114558	12190
1393	26126748	12910
1394	26139658	5297
1395	26144955	1515
1396	26146470	26835
1397	26173305	12150
1398	26185455	24522
1399	26209977	1840
1400	26211817	32954
1401	26244771	10905
1402	26255676	7677
1403	26263353	25263
1404	26288616	22998
1405	26311614	12248
1406	26323862	14269
1407	26338131	15120
1408	26353251	16113
1409	26369364	19676
1410	26389040	8581
1411	26397621	8504
1412	26406125	4144
1413	26410269	6067
1414	26416336	7009
1415	26423345	13093
1416	26436438	11275
1417	26447713	4052
1418	26451765	2762
1419	26454527	16541
1420	26471068	10947
1421	26482015	11592
1422	26493607	11392
1423	26504999	26102
1424	26531101	11058
1425	26542159	19610
1426	26561769	21366
1427	26583135	6193
1428	26589328	16887
1429	26606215	20053
1430	26626268	22339
1431	26648607	11338
1432	26659945	11283
1433	26671228	1835
1434	26673063	11786
1435	26684849	7884
1436	26692733	14248
1437	26706981	14380
1438	26721361	8745
1439	26730106	8462
1440	26738568	4711
1441	26743279	20300
1442	26763579	18222
1443	26781801	19641
1444	26801442	22950
1445	26824392	20409
1446	26844801	9348
1447	26854149	13526
1448	26867675	37859
1449	26905534	17753
1450	26923287	14580
1451	26937867	14412
1452	26952279	15630
1453	26967909	18238
1454	26986147	9784
1455	26995931	24672
1456	27020603	6445
1457	27027048	2210
1458	27029258	8704
1459	27037962	19812
1460	27057774	9144
1461	27066918	15407
1462	27082325	16759
1463	27099084	15302
1464	27114386	15371
1465	27129757	1356
1466	27131113	11813
1467	27142926	6996
1468	27149922	34307
1469	27184229	34083
1470	27218312	13624
1471	27231936	14991
1472	27246927	1661
1473	27248588	5115
1474	27253703	18277
1475	27271980	9405
1476	27281385	15162
1477	27296547	5826
1478	27302373	15100
1479	27317473	21287
1480	27338760	6897
1481	27345657	22424
1482	27368081	1869
1483	27369950	21202
1484	27391152	19790
1485	27410942	14193
1486	27425135	6690
1487	27431825	14230
1488	27446055	16162
1489	27462217	41117
1490	27503334	23829
1491	27527163	20553
1492	27547716	6149
1493	27553865	12467
1494	27566332	10827
1495	27577159	14899
1496	27592058	16686
1497	27608744	14851
1498	27623595	1651
1499	27625246	11320
1500	27636566	16504
1501	27653070	5612
1502	27658682	12773
1503	27671455	12534
1504	27683989	3950
1505	27687939	17156
1506	27705095	11906
1507	27717001	12065
1508	27729066	1698
1509	27730764	16618
1510	27747382	14973
